ID,Item title,Final URL,Image URL,price,sale_price,Contextual keywords
1000000628,뉴트리원 정우성 트리플엑스 127 12박스 12개월분 RTG 오메가3 멀티 종합 비타민 에너지 뼈 근육,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000628,https://www.nutrione.co.kr/data/goods/19/09/36/1000000628/1000000628_detail_076.png,249000 KRW,189000 KRW,"정우성종합영양제,오메가3,비타민12종,미네랄7종,오메가3,오메가,비타민,미네랄,종합영양제,정우성,종합비타민,비타민A,비타민B,비타민C,비타민D,비타민E,셀렌,망간,칼슘,구리,아연,비오틴,엽산,비오틴,EPA,DHA,RTG,근육,신진대사,뼈,뼈건강,관절,면역,활력,에너지,종합,가족,어르신,노인,10대,20대,30대,40대,50대,60대,70대,80대,혈액,성장,여자,여성,남자,남성,청소년,학생,중학생,고등학생,직장인,주부"
1000000631,뉴트리원 자연담은 깔라만시1L 1팩 약 33일분 비타민C 시네후린 헤스페리딘 다이어트,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000631,https://www.nutrione.co.kr/data/goods/19/09/36/1000000631/1000000631_detail_08.png,8700 KRW,7000 KRW,"자연담은 노니 1000ml,노니,노니주스,노니쥬스,노니원액,노니진액,노니즙,진액,즙,주스,염증,염증에좋은,선물,실버,노인,고령,명절,아버지,어머니,30대,40대,50대,60대,70대,80대,슈퍼푸드,면역력,피로에 좋은,피곤,피로,암,항암,당뇨,항염,통증,폴리페놀,항산화,노화,혈관,비연,관절염,소화,소화기능,정력,남성,남자,기력,골다공증,무릎,허리,어깨,종합건강,종합영양제,가족"
1000000632,뉴트리원 자연담은 깔라만시1L 2팩 약 66일분 비타민C 시네후린 헤스페리딘 다이어트,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000632,https://www.nutrione.co.kr/data/goods/19/09/36/1000000632/1000000632_detail_044.png,16400 KRW,12900 KRW,"자연담은 깔라만시 1000ml,깔라만시,깔라만시주스,깔라만시쥬스,깔라만시원액"
1000000635,비비랩 전지현 더 콜라겐 파우더S 3통 3개월분 저분자 먹는 피쉬 어류 펩타이드 어린 외 택1,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000635,https://www.nutrione.co.kr/data/goods/19/09/36/1000000635/1000000635_detail_047.png,87000 KRW,57900 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000636,비비랩 전지현 콜라겐 업 젤리 1+1 총 2박스 4주분 먹는 저분자 피쉬 어류 펩타이드 젤리 최대함량 피부,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000636,https://www.nutrione.co.kr/data/goods/19/09/36/1000000636/1000000636_detail_065.png,70000 KRW,37900 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000642,"[BBLAB]홈쇼핑구성 전지현 FOS 프리바이오틱스 30포 10통_아연,셀렌함유",https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000642,https://www.nutrione.co.kr/data/goods/19/09/39/1000000642/1000000642_detail_067.png,249000 KRW,124000 KRW,"전지현,유산균,프리바이오틱스,면역,장건강,대장,전지현유산균,비비랩,전지현 유산균,BB LAB,비비랩유산균,프로바이오틱스,아연,셀렌,변비,배변활동,배변,FOS,전지현프리바이오틱스"
1000000645,뉴트리원 임영웅 유기농 새싹보리 분말 1박스 1개월분 어린잎 폴리코사놀 클로로필 스틱 파우더,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000645,https://www.nutrione.co.kr/data/goods/19/09/39/1000000645/1000000645_detail_078.png,19900 KRW,15900 KRW,새싹보리
1000000646,뉴트리원 임영웅 유기농 새싹보리 분말 3박스 3개월분 어린잎 폴리코사놀 클로로필 스틱 파우더,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000646,https://www.nutrione.co.kr/data/goods/19/09/39/1000000646/1000000646_detail_013.png,49900 KRW,39900 KRW,새싹보리
1000000651,[선물세트] 뉴트리원 임영웅 크릴오일 USA 2박스 2개월분 순도 100% 남극크릴오일 인지질 안정성,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000651,https://www.nutrione.co.kr/data/goods/19/10/42/1000000651/1000000651_detail_098.png,92000 KRW,29500 KRW,"임영웅 오메가,기억력,혈행,안구건조,건조,안구,기억력,알티지,RTG,오메가,오메가3,크릴오일,인지질,아스타잔틴,임영웅크릴오일,혈행건강,크릴,크릴새우,눈건조,눈피로,눈건조영양제,눈피로영양제"
1000000652,뉴트리원 임영웅 크릴오일 USA 3박스 3개월분 순도 100% 남극크릴오일 인지질 안정성,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000652,https://www.nutrione.co.kr/data/goods/19/10/42/1000000652/1000000652_detail_030.png,138000 KRW,40500 KRW,"임영웅 오메가,기억력,혈행,안구건조,건조,안구,기억력,알티지,RTG,오메가,오메가3,크릴오일,인지질,아스타잔틴,임영웅크릴오일,혈행건강,크릴,크릴새우,눈건조,눈피로,눈건조영양제,눈피로영양제"
1000000653,뉴트리원 정우성 루테인 지아잔틴 164 AX 3박스 3개월분 아스타잔틴 눈 피로 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000653,https://www.nutrione.co.kr/data/goods/19/10/42/1000000653/1000000653_detail_016.png,135000 KRW,57900 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000654,뉴트리원 정우성 루테인 지아잔틴 164 알티지 오메가3 3박스 3개월분 RTG 눈 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000654,https://www.nutrione.co.kr/data/goods/19/10/42/1000000654/1000000654_detail_099.png,135000 KRW,57900 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000658,칼슘 마그네슘 플러스 30정,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000658,https://www.nutrione.co.kr/data/goods/19/10/43/1000000658/1000000658_detail_016.png,12000 KRW,9900 KRW,"칼슘 마그네슘 플러스 270정,뼈,관절,성장,키,발육,허리,골다공증,무릎,연골,어깨,10대,유아,어린이,초등학생,중학생,고등학생,60대,70대,50대,80대,이빨,면역,혈액,피,여자,여성,남자,남성,부모님,부모님선물,선물,명절,추석,시댁,시부모님,아버지,어머니,엄마,아빠,어르신,노인"
1000000660,비비랩 전지현 저분자 콜라겐 6통 6개월분 먹는 피쉬 어류 펩타이드 어린 히알루론산 엘라스틴,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000660,https://www.nutrione.co.kr/data/goods/19/10/44/1000000660/1000000660_detail_074.png,107000 KRW,99000 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000666,비비랩 전지현 비피더스&다이어트 1박스 1개월분 유산균 신바이오틱스 가르시니아 프리바이오틱스,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000666,https://www.nutrione.co.kr/data/goods/19/11/47/1000000666/1000000666_detail_07.png,46600 KRW,35900 KRW,최고급 다이어트 유산균
1000000667,비비랩 전지현 비피더스&다이어트 2박스 2개월분 유산균 신바이오틱스 가르시니아 프리바이오틱스,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000667,https://www.nutrione.co.kr/data/goods/19/11/47/1000000667/1000000667_detail_077.png,89000 KRW,68900 KRW,최고급 다이어트 유산균
1000000668,[3+1] 비비랩 전지현 프로 바이오틱스 더블유 1통 1개월분 질 유래 유산균 50억 프로 프리 신,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000668,https://www.nutrione.co.kr/data/goods/19/12/49/1000000668/1000000668_detail_093.png,49900 KRW,39900 KRW,전지현 여성유산균
1000000669,비비랩 전지현 프로 바이오틱스 더블유 6통 6개월분 질 유래 유산균 50억 프로 프리 신,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000669,https://www.nutrione.co.kr/data/goods/19/12/49/1000000669/1000000669_detail_09.png,198700 KRW,159000 KRW,전지현 여성유산균
1000000672,[3+1][최신상 입고] 뉴트리원 정우성 프리미엄 프로폴리스 1통 2개월분 플라보노이드 호주산 항산화 항균 캡슐,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000672,https://www.nutrione.co.kr/data/goods/19/12/52/1000000672/1000000672_detail_056.png,32300 KRW,26900 KRW,"미세먼지,면역력,구내염,프로폴리스,향균,프리미엄 프로폴리스 선물세트,잔병,감기,어린이 영양제,영양제,스프레이 영양제,꿀,벌꿀,뼈,뼈 건강,관절,연골,허리,어깨,무릎,골다공증,입병,혓바늘,구강,항염,항생제,항바이러스,바이러스,항균,세균,항암,질염,Y존,여자,여성,칸디다,생식기,자궁,질,선물세트,선물,명절,세트,추석,설날,부모님,어머니,아버지,어린이,청소년"
1000000673,[최신상입고] 뉴트리원 정우성 프리미엄 프로폴리스 3통 6개월분 플라보노이드 호주산 항산화 항균 캡슐,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000673,https://www.nutrione.co.kr/data/goods/19/12/52/1000000673/1000000673_detail_042.png,77800 KRW,64800 KRW,"미세먼지,면역력,구내염,프로폴리스,향균,프리미엄 프로폴리스 선물세트,잔병,감기,어린이 영양제,영양제,스프레이 영양제,꿀,벌꿀,뼈,뼈 건강,관절,연골,허리,어깨,무릎,골다공증,입병,혓바늘,구강,항염,항생제,항바이러스,바이러스,항균,세균,항암,질염,Y존,여자,여성,칸디다,생식기,자궁,질,선물세트,선물,명절,세트,추석,설날,부모님,어머니,아버지,어린이,청소년"
1000000683,뉴트리원 정우성 루테인 지아잔틴 164 AX 6박스 6개월분 아스타잔틴 눈 피로 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000683,https://www.nutrione.co.kr/data/goods/20/01/04/1000000683/1000000683_detail_049.png,157500 KRW,109000 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000684,뉴트리원 정우성 루테인 지아잔틴 164 AX 12박스 12개월분 아스타잔틴 눈 피로 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000684,https://www.nutrione.co.kr/data/goods/20/01/04/1000000684/1000000684_detail_020.png,293750 KRW,199000 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000685,뉴트리원 정우성 루테인 지아잔틴 164 알티지 오메가3 6박스 6개월분 RTG 눈 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000685,https://www.nutrione.co.kr/data/goods/20/01/04/1000000685/1000000685_detail_055.png,157500 KRW,109000 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000686,뉴트리원 정우성 루테인 지아잔틴 164 알티지 오메가3 12박스 12개월분 RTG 눈 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000686,https://www.nutrione.co.kr/data/goods/20/01/04/1000000686/1000000686_detail_050.png,293750 KRW,199000 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000687,비비랩 전지현 프로 바이오틱스 더블유 3통 3개월분 질 유래 유산균 50억 프로 프리 신,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000687,https://www.nutrione.co.kr/data/goods/20/01/04/1000000687/1000000687_detail_069.png,133800 KRW,89000 KRW,전지현 여성유산균
1000000688,비비랩 전지현 프로 바이오틱스 더블유 12통 12개월분 질 유래 유산균 50억 프로 프리 신,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000688,https://www.nutrione.co.kr/data/goods/20/01/04/1000000688/1000000688_detail_054.png,361200 KRW,289000 KRW,전지현 여성유산균
1000000689,비비랩 전지현 비피더스&다이어트 3박스 3개월분 유산균 신바이오틱스 가르시니아 프리바이오틱스,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000689,https://www.nutrione.co.kr/data/goods/20/01/04/1000000689/1000000689_detail_093.png,128000 KRW,99000 KRW,최고급 다이어트 유산균
1000000690,비비랩 전지현 비피더스&다이어트 5박스 5개월분 유산균 신바이오틱스 가르시니아 프리바이오틱스,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000690,https://www.nutrione.co.kr/data/goods/20/01/04/1000000690/1000000690_detail_074.png,210000 KRW,163000 KRW,최고급 다이어트 유산균
1000000692,비비랩 전지현 프로 바이오틱스 더블유 2통 2개월분 질 유래 유산균 50억 프로 프리 신,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000692,https://www.nutrione.co.kr/data/goods/20/01/04/1000000692/1000000692_detail_09.png,87200 KRW,69800 KRW,전지현 여성유산균
1000000694,뉴트리원 더블 업 보스웰리아 1박스 1개월분,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000694,https://www.nutrione.co.kr/data/goods/20/01/05/1000000694/1000000694_detail_070.png,25000 KRW,19800 KRW,"관절염,뼈,건강,관절,연골,무릎,손목,통증,보스웰리아"
1000000696,뉴트리원 더블 업 보스웰리아 4박스 4개월분,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000696,https://www.nutrione.co.kr/data/goods/20/01/05/1000000696/1000000696_detail_010.png,92000 KRW,73900 KRW,"관절염,뼈,건강,관절,연골,무릎,손목,통증,보스웰리아"
1000000697,뉴트리원 더블 업 보스웰리아 6박스 6개월분,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000697,https://www.nutrione.co.kr/data/goods/20/01/05/1000000697/1000000697_detail_046.png,124000 KRW,99000 KRW,"관절염,뼈,건강,관절,연골,무릎,손목,통증,보스웰리아"
1000000698,뉴트리원 더블 업 보스웰리아 12박스 12개월분,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000698,https://www.nutrione.co.kr/data/goods/20/01/05/1000000698/1000000698_detail_049.png,234000 KRW,187000 KRW,"관절염,뼈,건강,관절,연골,무릎,손목,통증,보스웰리아"
1000000699,뉴트리원 정우성 프로바이오틱스 100+ 1박스 1개월분 유산균 100억마리 신 바이오틱스 프로 프리,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000699,https://www.nutrione.co.kr/data/goods/20/01/05/1000000699/1000000699_detail_063.png,32400 KRW,25900 KRW,"정우성 프로바이오틱스 100+ ,유산균,대장,장,장건강,장 건강,대장 건강,변비,변비에좋은,과민성,대장증후군,과민성 대장증후군,치질,치질에 좋은,변비에 좋은,장트러블,어린이,유아,학생,10대,고등학생,중학생,초등학생,20대,직장인,30대,남성,여성,임산부,출산,남자,여자,40대,50대,60대,70대,80대,노년층,노년,어르신,노인,실버,중장년,중년,장년"
1000000702,뉴트리원 임영웅 유기농 새싹보리 분말 6박스 6개월분 스틱 가루 효능 무농약 외 정제 택1,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000702,https://www.nutrione.co.kr/data/goods/20/02/07/1000000702/1000000702_detail_031.png,87300 KRW,69800 KRW,새싹보리
1000000703,뉴트리원 임영웅 유기농 새싹보리 분말 10박스 10개월분 어린잎 폴리코사놀 클로로필 스틱 파우더,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000703,https://www.nutrione.co.kr/data/goods/20/02/07/1000000703/1000000703_detail_036.png,143800 KRW,115000 KRW,새싹보리
1000000704,뉴트리원 임영웅 유기농 새싹보리 분말 12박스 12개월분 어린잎 폴리코사놀 클로로필 스틱 파우더,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000704,https://www.nutrione.co.kr/data/goods/20/02/07/1000000704/1000000704_detail_063.png,169000 KRW,135000 KRW,새싹보리
1000000705,뉴트리원 전지현 석류 더 콜라겐 1박스 2주분 저분자 피쉬 어류 펩타이드 젤리스틱,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000705,https://www.nutrione.co.kr/data/goods/20/02/08/1000000705/1000000705_detail_090.png,34800 KRW,27900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000706,뉴트리원 전지현 코큐텐 멀티12 2박스 4개월분 코엔자임 Q10 엽산 비오틴 아연 항산화,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000706,https://www.nutrione.co.kr/data/goods/20/02/08/1000000706/1000000706_detail_037.png,74000 KRW,69000 KRW,"혈압,뼈건강,코엔자임Q10,비타민,아연,엽산,나이아신,비오틴,여성 종합비타민"
1000000708,뉴트리원 전지현 코큐텐 멀티12 3박스 6개월분 코엔자임 Q10 엽산 비오틴 아연 항산화,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000708,https://www.nutrione.co.kr/data/goods/20/02/08/1000000708/1000000708_detail_097.png,135000 KRW,89000 KRW,"혈압,뼈건강,코엔자임Q10,비타민,아연,엽산,나이아신,비오틴,여성 종합비타민"
1000000709,뉴트리원 전지현 코큐텐 멀티12 6박스 12개월분 코엔자임 Q10 엽산 비오틴 아연 항산화,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000709,https://www.nutrione.co.kr/data/goods/20/02/08/1000000709/1000000709_detail_039.png,235000 KRW,168000 KRW,"혈압,뼈건강,코엔자임Q10,비타민,아연,엽산,나이아신,비오틴,여성 종합비타민"
1000000711,뉴트리원 전지현 석류 더 콜라겐 2박스 4주분 저분자 피쉬 어류 펩타이드 젤리스틱,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000711,https://www.nutrione.co.kr/data/goods/20/02/08/1000000711/1000000711_detail_049.png,49800 KRW,42900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000712,뉴트리원 전지현 석류 더 콜라겐 4박스 8주분 저분자 피쉬 어류 펩타이드 젤리스틱,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000712,https://www.nutrione.co.kr/data/goods/20/02/08/1000000712/1000000712_detail_062.png,111000 KRW,69000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000713,뉴트리원 전지현 석류 더 콜라겐 8박스 16주분 저분자 피쉬 어류 펩타이드 젤리스틱,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000713,https://www.nutrione.co.kr/data/goods/20/02/08/1000000713/1000000713_detail_033.png,245000 KRW,149000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000715,비비랩 전지현 히알루론산 1박스 1개월분 피부 건강 수분 보습 엘라스틴 아연 비타민 콜라겐,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000715,https://www.nutrione.co.kr/data/goods/20/02/09/1000000715/1000000715_detail_085.png,24900 KRW,19900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000716,비비랩 전지현 히알루론산 3박스 3개월분 피부 건강 수분 보습 엘라스틴 아연 비타민 콜라겐,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000716,https://www.nutrione.co.kr/data/goods/20/02/09/1000000716/1000000716_detail_090.png,68700 KRW,44900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000717,비비랩 전지현 히알루론산 6박스 6개월분 피부 건강 수분 보습 엘라스틴 아연 비타민 콜라겐,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000717,https://www.nutrione.co.kr/data/goods/20/02/09/1000000717/1000000717_detail_077.png,119900 KRW,95900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000718,비비랩 전지현 히알루론산 12박스 12개월분 피부 건강 수분 보습 엘라스틴 아연 비타민 콜라겐,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000718,https://www.nutrione.co.kr/data/goods/20/02/09/1000000718/1000000718_detail_070.png,223800 KRW,179000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000719,뉴트리원 정우성 비타민D3 3000IU 1박스 2개월분 고함량 비타민 DSM 뼈 관절 골다공증 햇빛,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000719,https://www.nutrione.co.kr/data/goods/20/02/09/1000000719/1000000719_detail_011.png,24800 KRW,19800 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000720,뉴트리원 정우성 퓨어 비타민D3 3000IU 3박스 6개월분 비타민D 망간 뼈 건강 면역 외 택1,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000720,https://www.nutrione.co.kr/data/goods/20/02/09/1000000720/1000000720_detail_071.png,74700 KRW,59800 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000721,뉴트리원 정우성 비타민D3 3000IU 6박스 12개월분 고함량 비타민 DSM 뼈 관절 골다공증 햇빛,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000721,https://www.nutrione.co.kr/data/goods/20/02/09/1000000721/1000000721_detail_047.png,123800 KRW,99000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000722,[4월 신규가입 50%] 뉴트리원 전지현 코큐텐 멀티12 1박스 2개월분 코엔자임 Q10 엽산 비오틴 아연 항산화,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000722,https://www.nutrione.co.kr/data/goods/20/02/09/1000000722/1000000722_detail_05.png,45000 KRW,37000 KRW,"혈압,뼈건강,코엔자임Q10,비타민,아연,엽산,나이아신,비오틴,여성 종합비타민"
1000000724,비비랩 전지현 더 콜라겐 파우더S 2통 2개월분 저분자 수용성 피쉬 어류 자몽 어린 결 효능,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000724,https://www.nutrione.co.kr/data/goods/20/02/09/1000000724/1000000724_detail_090.png,60800 KRW,39900 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000725,[10%할인쿠폰] 비비랩 전지현 더 콜라겐 파우더S 4통 4개월분 저분자 먹는 피쉬 어류 펩타이드 어린,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000725,https://www.nutrione.co.kr/data/goods/20/02/09/1000000725/1000000725_detail_017.png,108000 KRW,74900 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000726,[홈쇼핑 동일구성] 비비랩 전지현 더 콜라겐 파우더S 6통 6개월분 저분자 먹는 피쉬 어류 펩타이드 어린,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000726,https://www.nutrione.co.kr/data/goods/20/02/09/1000000726/1000000726_detail_058.png,160000 KRW,115800 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000727,비비랩 전지현 더 콜라겐 파우더S 12통 12개월분 저분자 결 피쉬 어류 자몽 어린 효능,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000727,https://www.nutrione.co.kr/data/goods/20/02/09/1000000727/1000000727_detail_084.png,298000 KRW,231600 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000732,뉴트리원 정우성 남극 크릴골드 1박스 2개월분 인지질 크릴 새우 레드 오일 안정성 보장,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000732,https://www.nutrione.co.kr/data/goods/20/03/11/1000000732/1000000732_detail_01.png,75000 KRW,49800 KRW,"남극크릴오일 골드 1000mg X 60캡슐 1박스 (2개월분), 인지질50%이상, 미국 FDA 승인, 식용주정추출, 아스타잔틴,크릴오일추천,남극해 크릴"
1000000733,뉴트리원 정우성 남극 크릴골드 2박스 4개월분 인지질 크릴 새우 레드 오일 안정성 보장,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000733,https://www.nutrione.co.kr/data/goods/20/03/11/1000000733/1000000733_detail_070.png,150000 KRW,89000 KRW,"남극크릴오일 골드 1000mg X 60캡슐 1박스 (2개월분), 인지질50%이상, 미국 FDA 승인, 식용주정추출, 아스타잔틴,크릴오일추천,남극해 크릴"
1000000735,비비랩 전지현 식이섬유 대장슬림 1박스 15일분 차전자피 장운동 다이어트 잔변감개선 유산균,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000735,https://www.nutrione.co.kr/data/goods/20/03/12/1000000735/1000000735_detail_095.png,41200 KRW,28700 KRW,"대변,장,변,장건강,똥,변비,장트러블,쾌변,변비약,식이섬유,차전자피,전지현식이섬유"
1000000737,[3+1] 뉴트리원 임영웅 유기농 새싹보리 정제 4통 4개월분 어린잎 폴리코사놀 클로로필 정제,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000737,https://www.nutrione.co.kr/data/goods/20/03/13/1000000737/1000000737_detail_080.png,77300 KRW,59800 KRW,새싹보리
