ID,Item title,Final URL,Image URL,Price,Final mobile URL,Item description,Sale price,Contextual keywords 
1000000748,비비랩 전지현 시서스 원 다이어트 6주분 시서스추출물 체지방 감소 가루 정제,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000748,https://www.nutrione.co.kr/data/goods/20/04/15/1000000748/1000000748_detail_046.png,128000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000748,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,116500 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000749,[홈쇼핑 완판구성] 비비랩 전지현 시서스 원 다이어트 12주분 시서스추출물 체지방 감소 가루 정제,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000749,https://www.nutrione.co.kr/data/goods/20/04/15/1000000749/1000000749_detail_069.png,207000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000749,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,169200 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000750,뉴트리원 정우성 비타민C 1000 골드 1박스 1개월분 비오틴 DSM 영국산 항산화 면역 에너지,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000750,https://www.nutrione.co.kr/data/goods/20/04/16/1000000750/1000000750_detail_059.png,24700 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000750,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,19700 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000751,[3+1] 뉴트리원 정우성 비타민C 1000 골드 4박스 4개월분 비오틴 DSM 영국산 항산화 면역 에너지 외 택1,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000751,https://www.nutrione.co.kr/data/goods/20/04/16/1000000751/1000000751_detail_020.png,81200 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000751,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,64900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000752,뉴트리원 정우성 비타민C 1000 골드 6박스 6개월분 비오틴 DSM 영국산 항산화 면역 에너지,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000752,https://www.nutrione.co.kr/data/goods/20/04/16/1000000752/1000000752_detail_020.png,125000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000752,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,99900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000765,뉴트리원 정우성 노블 아티초크 1박스 1개월분 유기농 시나린 식이섬유 비타민 미네랄,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000765,https://www.nutrione.co.kr/data/goods/20/05/20/1000000765/1000000765_detail_039.png,24900 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000765,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,19900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000766,[3+1] 뉴트리원 정우성 노블 아티초크 4박스 4개월분 유기농 시나린 식이섬유 비타민 미네랄,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000766,https://www.nutrione.co.kr/data/goods/20/05/20/1000000766/1000000766_detail_06.jpg,86300 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000766,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,69000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000767,뉴트리원 정우성 노블 아티초크 6박스 6개월분 유기농 시나린 식이섬유 비타민 미네랄,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000767,https://www.nutrione.co.kr/data/goods/20/05/20/1000000767/1000000767_detail_014.png,120000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000767,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,96000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000773,비비랩 전지현 더 콜라겐 5500 1박스 2주분 액상 마시는 어린 저분자 펩타이드 고함량,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000773,https://www.nutrione.co.kr/data/goods/20/05/20/1000000773/1000000773_detail_03.png,58800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000773,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,49000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000774,비비랩 전지현 더 콜라겐 5500 3박스 6주분 액상 마시는 어린 저분자 펩타이드 고함량,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000774,https://www.nutrione.co.kr/data/goods/20/05/20/1000000774/1000000774_detail_094.png,154800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000774,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,129000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000778,뉴트리원 정우성 어골칼슘 마그네슘 비타민D 1박스 1개월분 아연 뼈건강 쏙쏙 PGA 생선뼈,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000778,https://www.nutrione.co.kr/data/goods/20/05/21/1000000778/1000000778_detail_052.png,31900 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000778,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,19900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000776,[3+1] 뉴트리원 정우성 비오틴 블랙 5000 1박스 1개월 고함량 DSM 에너지 단백질 대사,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000776,https://www.nutrione.co.kr/data/goods/20/05/20/1000000776/1000000776_detail_066.png,30000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000776,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,18900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000777,[신규가입 50%] 뉴트리원 정우성 덴티솔루션 1박스 1개월분 칼슘 비타민D 프로폴리스 해조칼슘 DSM,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000777,https://www.nutrione.co.kr/data/goods/20/05/20/1000000777/1000000777_detail_08.png,24800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000777,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,19900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000780,비비랩 전지현 채움 콜라겐 1박스 50일분 저분자 피쉬 먹는 트리펩타이드 유산균7종,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000780,https://www.nutrione.co.kr/data/goods/20/05/21/1000000780/1000000780_detail_03.png,34800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000780,"전지현 피부건강의 비밀, 저분자 피쉬콜라겐",29800 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000782,뉴트리원 정우성 레드 알티지 오메가3 1박스 1개월분 RTG 미국산 크릴오일 엔초비,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000782,https://www.nutrione.co.kr/data/goods/20/05/22/1000000782/1000000782_detail_048.png,35800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000782,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,13900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000783,뉴트리원 임영웅 알티지 오메가3 루테인 1박스 3개월분+쇼핑백 선물세트 눈 영양제 비타민 미네랄 + 쇼핑백,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000783,https://www.nutrione.co.kr/data/goods/20/05/22/1000000783/1000000783_detail_093.png,57600 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000783,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,36900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000785,뉴트리원 정우성 레드 알티지 오메가3 3박스 3개월분 RTG 미국산 크릴오일 엔초비,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000785,https://www.nutrione.co.kr/data/goods/20/05/22/1000000785/1000000785_detail_036.png,56700 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000785,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,37900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000786,뉴트리원 정우성 레드 알티지 오메가3 6박스 6개월분 RTG 미국산 크릴오일 엔초비,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000786,https://www.nutrione.co.kr/data/goods/20/05/22/1000000786/1000000786_detail_022.png,111300 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000786,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,79000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000789,뉴트리원 임영웅 알티지 오메가3 루테인 2박스 6개월분 선물세트 눈건강 비타민 미네랄+쇼핑백,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000789,https://www.nutrione.co.kr/data/goods/20/05/22/1000000789/1000000789_detail_074.jpg,106800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000789,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,69800 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000790,비비랩 전지현 더 콜라겐 5500 1+1박스 총 4주분 액상 마시는 어린 저분자 펩타이드 고함량,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000790,https://www.nutrione.co.kr/data/goods/20/05/22/1000000790/1000000790_detail_095.png,98800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000790,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,79000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000794,르시크릿 김희애 더 석류콜라겐 1박스 2주분 저분자 피쉬 먹는 어류 에스트로겐 젤리스틱,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000794,https://www.nutrione.co.kr/data/goods/20/06/23/1000000794/1000000794_detail_055.png,42500 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000794,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,34000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000795,르시크릿 김희애 더 석류콜라겐젤리 2박스 4주분 저분자 피쉬 먹는 어류 타트체리 스틱 외 택1,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000795,https://www.nutrione.co.kr/data/goods/20/06/23/1000000795/1000000795_detail_031.png,64800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000795,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,49900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000797,르시크릿 김희애 더 석류콜라겐 4박스 8주분 저분자 피쉬 먹는 어류 에스트로겐 젤리스틱 타트체리,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000797,https://www.nutrione.co.kr/data/goods/20/06/23/1000000797/1000000797_detail_042.png,119000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000797,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,89900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000801,[3+1] 뉴트리원 정우성 비오틴 블랙 5000 4박스 4개월 고함량 DSM 에너지 단백질 대사,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000801,https://www.nutrione.co.kr/data/goods/20/06/24/1000000801/1000000801_detail_064.png,90000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000801,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,45900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000802,뉴트리원 정우성 비오틴 블랙 5000 6박스 6개월 고함량 DSM 에너지 단백질 대사,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000802,https://www.nutrione.co.kr/data/goods/20/06/24/1000000802/1000000802_detail_094.png,180000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000802,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,86000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000803,뉴트리원 정우성 어골칼슘 마그네슘 비타민D 2박스 2개월분 아연 뼈건강 쏙쏙 PGA 생선뼈,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000803,https://www.nutrione.co.kr/data/goods/20/06/24/1000000803/1000000803_detail_02.png,57400 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000803,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,38000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000804,뉴트리원 정우성 어골칼슘 마그네슘 비타민D 3박스 3개월분 아연 뼈건강 쏙쏙 PGA 생선뼈,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000804,https://www.nutrione.co.kr/data/goods/20/06/24/1000000804/1000000804_detail_020.png,74900 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000804,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,49900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000811,뉴트리원 정우성 골드 프로폴리스 스프레이 플러스 1박스 4주분 그린 프로폴리스 구강 건강 항균,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000811,https://www.nutrione.co.kr/data/goods/20/06/25/1000000811/1000000811_detail_059.png,22400 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000811,"항염,면역력 증진에 도움을 줄 수 있는 프로폴리스",17900 KRW,"골드 프로폴리스 30ml,면역력,잔병,감기,어린이 영양제,영양제,스프레이 영양제,꿀,벌꿀,뼈,뼈 건강,관절,연골,허리,어깨,무릎,골다공증,입병,혓바늘,구강,항염,항생제,항바이러스,바이러스,항균,세균,항암,질염,Y존,여자,여성,칸디다,생식기,자궁,질"
1000000812,뉴트리원 정우성 골드 프로폴리스 스프레이 플러스 3박스 12주분 그린 프로폴리스 구강 건강 항균,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000812,https://www.nutrione.co.kr/data/goods/20/06/25/1000000812/1000000812_detail_076.png,43700 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000812,"항염,면역력 증진에 도움을 줄 수 있는 프로폴리스",34900 KRW,"골드 프로폴리스 30ml,면역력,잔병,감기,어린이 영양제,영양제,스프레이 영양제,꿀,벌꿀,뼈,뼈 건강,관절,연골,허리,어깨,무릎,골다공증,입병,혓바늘,구강,항염,항생제,항바이러스,바이러스,항균,세균,항암,질염,Y존,여자,여성,칸디다,생식기,자궁,질"
1000000813,뉴트리원 정우성 골드 프로폴리스 스프레이 플러스 6박스 24주분 그린 프로폴리스 구강 건강 항균,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000813,https://www.nutrione.co.kr/data/goods/20/06/25/1000000813/1000000813_detail_095.png,82400 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000813,구강에서의 향균작용에 도움을 줄 수 있는 뿌려먹는 프로폴리스,65900 KRW,"골드 프로폴리스 30ml,면역력,잔병,감기,어린이 영양제,영양제,스프레이 영양제,꿀,벌꿀,뼈,뼈 건강,관절,연골,허리,어깨,무릎,골다공증,입병,혓바늘,구강,항염,항생제,항바이러스,바이러스,항균,세균,항암,질염,Y존,여자,여성,칸디다,생식기,자궁,질"
1000000817,뉴트리원 임영웅 포스트 바이오틱스 4박스 4개월분 프리 신 바이오스틱 유산균 프롤린,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000817,https://www.nutrione.co.kr/data/goods/20/06/25/1000000817/1000000817_detail_044.png,99000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000817,임영웅 포스트바이오틱스,75900 KRW,"임영웅,유산균,신유산균,유익균,포스트바이오틱스,프로바이오틱스,면역,장건강,대장,아연,판토텐산,프락토올리고당,에너지,배변활동"
1000000818,뉴트리원 임영웅 포스트 바이오틱스 6박스 6개월분 프리 신 바이오스틱 유산균 프롤린,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000818,https://www.nutrione.co.kr/data/goods/20/06/25/1000000818/1000000818_detail_08.png,129000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000818,임영웅 포스트바이오틱스,99000 KRW,"임영웅,유산균,신유산균,유익균,포스트바이오틱스,프로바이오틱스,면역,장건강,대장,아연,판토텐산,프락토올리고당,에너지,배변활동"
1000000820,뉴트리원 정우성 퓨어 비타민D3 3000IU 1박스 2개월분 비타민D 망간 뼈 건강 면역,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000820,https://www.nutrione.co.kr/data/goods/20/06/27/1000000820/1000000820_detail_046.png,28100 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000820,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,19800 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000822,[3+1] 뉴트리원 전지현 엽산 800 1박스 1개월분 임신준비 수유기 영양제 임산부 태아건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000822,https://www.nutrione.co.kr/data/goods/20/06/27/1000000822/1000000822_detail_06.png,29900 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000822,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,16800 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000824,뉴트리원 정우성 퓨어 비타민D3 3000IU 6박스 12개월분 비타민D 망간 뼈 건강 면역,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000824,https://www.nutrione.co.kr/data/goods/20/06/27/1000000824/1000000824_detail_040.png,136200 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000824,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,109000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000825,뉴트리원 전지현 엽산 800 3박스 3개월분 임신준비 수유기 영양제 임산부 태아건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000825,https://www.nutrione.co.kr/data/goods/20/06/27/1000000825/1000000825_detail_027.png,82400 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000825,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,45900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000826,뉴트리원 전지현 엽산 800 6박스 6개월분 임신준비 수유기 영양제 임산부 태아건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000826,https://www.nutrione.co.kr/data/goods/20/06/27/1000000826/1000000826_detail_072.png,149000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000826,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,79800 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000827,비비랩 전지현 스킨뷰스터 1박스 2주분 중성화 비타민 셀렌 항산화 피부건강 DSM,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000827,https://www.nutrione.co.kr/data/goods/20/07/28/1000000827/1000000827_detail_097.png,17900 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000827,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,14500 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000828,비비랩 전지현 더 콜라겐 파우더S 1통 1개월분 저분자 결 피쉬 어류 자몽 어린 효능,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000828,https://www.nutrione.co.kr/data/goods/20/07/28/1000000828/1000000828_detail_02.png,31000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000828,"전지현 피부건강의 비밀, 저분자 피쉬콜라겐",27900 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000829,비비랩 전지현 저분자 콜라겐 1박스 1개월분 편의점용 먹는 피쉬 어류 펩타이드 어린 히알루론산 엘라스틴,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000829,https://www.nutrione.co.kr/data/goods/20/07/28/1000000829/1000000829_detail_039.png,35000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000829,"전지현 피부건강의 비밀, 저분자 피쉬콜라겐",15900 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000830,뉴트리원 정우성 덴티솔루션 4박스 4개월분 칼슘 비타민D 프로폴리스 해조칼슘 DSM,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000830,https://www.nutrione.co.kr/data/goods/20/07/28/1000000830/1000000830_detail_011.png,86300 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000830,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,55000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000831,뉴트리원 정우성 덴티솔루션 6박스 6개월분 칼슘 비타민D 프로폴리스 해조칼슘 DSM,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000831,https://www.nutrione.co.kr/data/goods/20/07/28/1000000831/1000000831_detail_097.png,120000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000831,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,78900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
